Business_Name,,Location,Review text,,,,,,Rating
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Visited this place after seeing so many reviews. The food was decent overall. We tried the benne dose it was crispy, but honestly nothing very special",,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Vidyarthi Bhavan serves one of the best masala dosas in Bangalore. The dosa is thick, crispy, and buttery, with authentic taste and great filter coffee",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",Nostalgic and super history hotel. THE ONE name for a tasty and legacy taste for Dose and other breakfast items.,,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Be prepared to wait 1hr minimum... Food was ok.. good service, well behaved staff.. Vintage feel...",,,,,,3
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","I visited Vidyarthi Bhavan, and honestly, the place felt highly overrated. The ambience was just okay, but the service was poor. ",,,,,,1
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","One of the best Dose place in town. For us this is GOAT Benne Masala Dose which still preserves the age old taste. Nostalgic ambiance, always crowded",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","One of the legendary eateries in Bangalore and rightfully so, which means there's gotta be a bit of a crowd and a waiting time.",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Honestly, it seemed more hype than extraordinary taste. There was nothing special enough to make it worth traveling for hours just to eat here",,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","We went on weekday still we had approx 30-40 mins waiting, But it was worth it. Their token system is really good. They have limited Menu. We tried Iconic Masala Dosa and it was really good",,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","The food is good. I tried tea, masala dosa, sagu masala dosa, and vada—all were decent. However, I couldn’t find anything particularly special about the taste.",,,,,,3
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","The place is massively overhyped and clearly surviving on its past reputation. The dosas were the worst—bland, crispy, poorly made, inconsistent in texture, and absolutely not worth ",,,,,,1
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",Nothing extraordinary in the food. Not sure what the hype is about. Masala dosa is crispier but at the ends felt like not cooked properly. Rava vada is disaster ,,,,,,3
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","I had heard a lot about this place, but when I finally tried it, the dosa felt quite ordinary—nothing really special. The chutney wasn’t great either",,,,,,2
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",Average experience with some standout charm at this legacy spot. I’d call it an average experience—you can get similar at many reasonable places in Bengaluru,,,,,,3
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",It's very old restaurant famous for dosa. They have very limited menu to choose from. It will be closed from 12:00 pm to 2 :00 pm. But definitely worth a visit.,,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",This is much hyped place. They do serve crispy masala dosa but with aberage taste. Khara bath was better than masala dosa. ,,,,,,3
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","I tried their dosa, sambar vada, and filter coffee and all three were absolutely satisfying.The filter coffee was strong, rich, and the perfect way to finish the meal.",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","In simple words this iconic eatery serves the best ,tastiest and sets a benchmark for other eateries on Plain & Masala Dosa",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","I had their super masala dosa it was delicious, crispy and lived up to its reputation. This place is a classic old-style restaurant with a simple yet charming atmosphere",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","The best place for filter coffee in Bangalore. Dosa is a debated topic, not a great fan, honestly! Beautifully maintained to retain the old bangalore feels",,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","I had a wonderful experience at Vidyarthi Bhavan! The place is clean, hygienic, and well-maintained. The staff were very polite and served us so well",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Tired the famous masala dose and the taste is below average. While this is the crispiest dosa I ever had, masala stuffed inside is not tasty and chutney is bland, literally no taste",,,,,,2
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Visited Vidyarthi Bhavan recently and had an excellent experience. The dosa was absolutely outstanding—crispy, flavorful, and one of the best I have had in Bengaluru.",,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Idli, vada, and kharibath were amazing. The dosa was not that great compared to the rest. The place was extremely crowded",,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","We waited for 1 hour, and we were 3 people, but still they were adjusting 1 more person on our table Disgusting service",,,,,,1
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Vidyarthi Bhavan is pure nostalgia on a plate—crispy, buttery dosas, rich chutney, and an old-world charm that never fades",,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","There is a reason why this place is legendary, has got that vintage charm. Made prior reservation so not much wait time. Prompt and cordial service.",,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",I would not recommend to travel from far place only to have this dosa....it's normal dosa I felt....not as hype shown in insta etc,,,,,,3
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","This place clearly has that old Bengaluru vibes . I always love their Dose and idli , coffee rates great .",,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",Excellent breakfast. This is the 3rd or 4th visit to this restaurant. Got lost a little locating this place since there is some face lift done to the restaurant and surroundings.,,,,,,4
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",Its a historic place and serves one of the best khara bhat and Masala Dosa.,,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","One of the best dose in bangalore. Quite crowded. Service takes lot of time. Verdict on the dosa , it’s in top 5 of my fav",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","So I tried food at the hyped up Vidyarthi Bhavan, and was left with a mixed review. The masala dosa was definitely overhyped and didn't taste that good",,,,,,3
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",Overhyped place. It’s not worth spending 40–45 minutes waiting for average food.,,,,,,1
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","It is always worth the wait. Our go to order - masale dose, vade and coffee. Never till date have been disappointed.",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",Old karnataka style.. served with respect and tradition. Dosa is good but chutney has very liquid consistency.filter coffee and sweet are good,,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","This old market shop is worth the wait! Waiting time is usually 10-15 mins. The South Indian dishes are delicious, high-quality and hygienic. Plus, the prices are reasonable.",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","The idli-sambar was quite decent 👍 But the masala dosa, palya, and chutney felt bland—honestly a bit overhyped.",,,,,,2
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Visiting Vidyarthi Bhavan was a wonderful experience. The dosa and vada were extremely delicious, and the service was prompt and courteous",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Loved their Dosa and coffee. We had to wait for 15-20 minutes as they have token system, but it worth waiting to have the lovely Dosa. ",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru","Ordered puri sagu, masala dosa, khara bath, and kesri bath — everything was absolutely yum!",,,,,,5
Vidyarthi bhavan,,"Gandhi bazaar,Bengaluru",Amazing Ambience and authentic south Indian food... Khara bath is the most liked one for me...,,,,,,5
